Domestic existing building stock and tenure split,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,All stock,Owned or share owned share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,,,,,,
,scenario,All,All,All,All,All,All,,,,,,
,year,2020,2020,2020,2020,2020,2020,,,,,,
,sector,Domestic,Domestic,Domestic,Domestic,Domestic,Domestic,,,,,,
,,,,,,,,,,,,,
,LSOA Code,All stock,Owner occupied share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,LAD20NM,CTYUA19CD,CTYUA19NM,LEP20CD,LEP20NM,Licence area
,E01002810,801,0.3008,0.4880,0.2112,0.6451,0.1150,Islington,E09000019,Islington,E37000051,London,LPN
,E01002811,740,0.2882,0.5533,0.1585,0.8475,0.1230,Islington,E09000019,Islington,E37000051,London,LPN
,E01002812,982,0.3631,0.0637,0.5732,0.4304,0.1350,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002813,896,0.5198,0.0515,0.4287,0.5894,0.1410,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002814,1668,0.3072,0.3039,0.3890,0.4588,0.1210,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002815,825,0.4291,0.0728,0.4980,0.3918,0.1180,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002816,778,0.3737,0.0101,0.6162,0.5129,0.1490,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002817,838,0.5825,0.0197,0.3977,0.6060,0.1740,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002818,1469,0.2923,0.0462,0.6615,0.3757,0.1290,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002819,1142,0.3599,0.0211,0.6190,0.5275,0.1640,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002820,771,0.3423,0.0390,0.6186,0.4360,0.0990,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002821,869,0.4032,0.0939,0.5029,0.4607,0.1130,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002822,605,0.4767,0.0660,0.4573,0.4216,0.1520,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002823,759,0.2368,0.5335,0.2297,0.4904,0.1250,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002824,744,0.4678,0.0746,0.4576,0.5227,0.1260,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002825,1016,0.5175,0.0677,0.4148,0.4796,0.1530,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002826,974,0.4148,0.0363,0.5489,0.4659,0.0880,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002827,1042,0.5493,0.0155,0.4352,0.5866,0.1520,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002828,782,0.4352,0.1775,0.3873,0.5709,0.1260,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002829,817,0.2069,0.5178,0.2754,0.5363,0.1440,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002830,918,0.2301,0.5747,0.1952,0.5515,0.0750,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002831,1007,0.2383,0.5057,0.2560,0.5308,0.1240,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002832,960,0.2363,0.4571,0.3066,0.4938,0.1240,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002833,870,0.3960,0.1715,0.4325,0.4915,0.1390,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002834,776,0.3858,0.1184,0.4958,0.4575,0.1510,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002835,969,0.4566,0.0153,0.5281,0.4434,0.1340,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002836,901,0.4013,0.0755,0.5233,0.4313,0.0980,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002837,747,0.4240,0.0586,0.5174,0.4776,0.1030,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002838,644,0.4335,0.0535,0.5130,0.4814,0.1600,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002839,997,0.2894,0.1902,0.5204,0.3799,0.1390,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002840,638,0.3213,0.5152,0.1635,0.4100,0.1060,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002841,728,0.4115,0.2949,0.2935,0.5673,0.0820,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002842,460,0.1265,0.7996,0.0739,0.4226,0.0990,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002843,700,0.1557,0.7180,0.1262,0.5103,0.1030,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002844,942,0.4859,0.1195,0.3946,0.5033,0.1530,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002845,861,0.4038,0.3225,0.2737,0.4952,0.1300,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002846,768,0.2612,0.2241,0.5147,0.4070,0.1130,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002847,835,0.4220,0.0963,0.4817,0.3951,0.1030,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002848,868,0.2852,0.2808,0.4340,0.4278,0.1530,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002849,860,0.4371,0.1296,0.4333,0.4632,0.1040,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002850,855,0.3299,0.1290,0.5411,0.5045,0.1720,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002851,924,0.1754,0.4597,0.3649,0.4068,0.1340,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002852,987,0.1568,0.6469,0.1963,0.4075,0.0930,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002853,632,0.0447,0.8085,0.1468,0.4427,0.1120,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002854,525,0.1537,0.7459,0.1004,0.4911,0.0760,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002855,754,0.1545,0.7055,0.1401,0.6457,0.0890,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002856,895,0.1838,0.4655,0.3507,0.4923,0.1500,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002857,687,0.0707,0.8690,0.0603,0.4711,0.0820,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002858,1118,0.3084,0.2430,0.4486,0.2852,0.1120,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002859,1125,0.3626,0.0554,0.5820,0.4828,0.1620,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002860,984,0.5148,0.0103,0.4749,0.6384,0.1680,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002861,831,0.4449,0.1764,0.3787,0.5346,0.1250,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002862,1264,0.1412,0.4268,0.4319,0.3115,0.1160,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002863,1009,0.3813,0.0202,0.5985,0.4869,0.1380,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002864,707,0.6310,0.0448,0.3241,0.5362,0.1480,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002865,702,0.5092,0.0202,0.4706,0.4963,0.1480,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002866,906,0.4151,0.2087,0.3762,0.4938,0.1360,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002867,1152,0.3497,0.1493,0.5010,0.4005,0.1110,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002868,748,0.5683,0.0303,0.4014,0.5903,0.1380,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002869,845,0.4089,0.1927,0.3984,0.4819,0.0670,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002870,641,0.0938,0.7937,0.1126,0.5337,0.0980,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002871,816,0.5485,0.0647,0.3868,0.6441,0.1540,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002872,703,0.1625,0.7245,0.1129,0.6031,0.1180,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002873,688,0.4715,0.2547,0.2737,0.6535,0.1490,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002874,704,0.3611,0.3040,0.3349,0.5322,0.1680,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002875,770,0.5257,0.1557,0.3186,0.5192,0.1280,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002876,754,0.4583,0.2890,0.2527,0.6047,0.1430,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002877,742,0.2071,0.6847,0.1082,0.5704,0.1100,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002878,855,0.3652,0.4032,0.2316,0.5227,0.1080,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002879,702,0.1468,0.6058,0.2475,0.5689,0.0950,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002880,531,0.1240,0.7841,0.0919,0.5511,0.0820,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002881,605,0.1967,0.6875,0.1158,0.5915,0.1070,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002882,769,0.4125,0.2945,0.2930,0.4806,0.1350,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002883,882,0.5387,0.0349,0.4264,0.4904,0.1370,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002884,752,0.3099,0.1634,0.5268,0.4205,0.0990,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002885,972,0.3337,0.0768,0.5895,0.3953,0.1310,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002886,891,0.4942,0.0999,0.4059,0.5404,0.1210,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002887,831,0.3841,0.0285,0.5874,0.4467,0.1440,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002888,1217,0.3864,0.0426,0.5709,0.3382,0.1090,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002889,874,0.4266,0.0311,0.5423,0.4883,0.0680,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002890,825,0.6000,0.0340,0.3660,0.6557,0.1720,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002891,798,0.3621,0.0766,0.5613,0.4653,0.1540,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002892,1047,0.3978,0.0304,0.5717,0.4620,0.1590,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002893,1059,0.3759,0.2026,0.4215,0.5018,0.1040,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002894,848,0.4269,0.0815,0.4916,0.4865,0.0810,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002895,728,0.5803,0.0311,0.3885,0.6030,0.1520,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002896,975,0.5257,0.0469,0.4274,0.5329,0.0830,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002897,849,0.4167,0.1120,0.4713,0.5235,0.1140,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002898,825,0.5264,0.1137,0.3599,0.4778,0.1040,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002899,948,0.3320,0.3060,0.3620,0.4205,0.0810,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002900,818,0.6085,0.0132,0.3783,0.5834,0.1510,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002901,619,0.4446,0.2125,0.3429,0.4315,0.1350,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002902,1143,0.3578,0.1358,0.5064,0.4143,0.1150,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002903,830,0.6049,0.0072,0.3878,0.7276,0.1250,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002904,510,0.0344,0.8989,0.0668,0.5062,0.0810,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002905,664,0.1935,0.6771,0.1295,0.5701,0.1160,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002906,712,0.3182,0.4965,0.1853,0.6508,0.1370,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002907,561,0.0327,0.9093,0.0581,0.4777,0.1150,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002908,647,0.4286,0.2907,0.2807,0.5650,0.1530,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002909,1178,0.3056,0.4488,0.2457,0.5094,0.1180,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002910,850,0.4550,0.2302,0.3148,0.4740,0.0930,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002911,818,0.5254,0.0378,0.4368,0.5998,0.1530,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002912,828,0.4067,0.2015,0.3918,0.5320,0.1130,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002913,1057,0.4131,0.1545,0.4324,0.5144,0.1020,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002914,925,0.4980,0.0202,0.4818,0.5510,0.1190,Kensington and Chelsea,E09000020,Kensington and Chelsea,E37000051,London,LPN
,E01002915,499,0.8956,0.0188,0.0856,0.9088,0.0970,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002916,531,0.8750,0.0173,0.1077,0.9587,0.1050,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002917,499,0.9276,0.0020,0.0704,0.9882,0.0940,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002918,625,0.7886,0.0358,0.1756,0.9733,0.1320,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002919,809,0.5740,0.1405,0.2855,0.6222,0.1190,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002920,584,0.8803,0.0523,0.0675,0.9739,0.0830,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002921,925,0.3816,0.1447,0.4737,0.4723,0.1130,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002922,729,0.6441,0.1310,0.2248,0.6577,0.0800,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002923,866,0.2407,0.5753,0.1840,0.4960,0.1190,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002924,569,0.9232,0.0107,0.0661,0.8846,0.0840,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002925,864,0.5188,0.0791,0.4020,0.6046,0.0880,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002926,597,0.7644,0.0220,0.2136,0.7905,0.1050,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002927,654,0.7655,0.0896,0.1450,0.9092,0.0930,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002928,776,0.6379,0.0303,0.3318,0.6547,0.1030,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002929,678,0.7874,0.0315,0.1811,0.8314,0.1050,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002930,744,0.5315,0.0849,0.3836,0.6967,0.1120,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002931,709,0.8089,0.0306,0.1606,0.8750,0.1210,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002932,705,0.3938,0.4086,0.1976,0.7503,0.0820,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002933,756,0.4870,0.3606,0.1524,0.6512,0.1410,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002934,698,0.6256,0.0693,0.3051,0.9214,0.1200,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002935,849,0.5071,0.0542,0.4387,0.6198,0.1270,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002937,656,0.8016,0.0434,0.1550,0.9474,0.1140,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002938,815,0.7072,0.0844,0.2084,0.8072,0.1250,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002939,613,0.7025,0.1273,0.1702,0.8891,0.1040,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002940,616,0.7003,0.2119,0.0877,0.9665,0.0960,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002941,649,0.7834,0.1162,0.1003,0.7460,0.0880,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002942,537,0.8755,0.0594,0.0651,0.9618,0.0840,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002943,506,0.6627,0.2604,0.0769,0.9843,0.1110,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002944,495,0.8150,0.1122,0.0728,0.9488,0.0710,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002945,679,0.8473,0.0580,0.0947,0.8484,0.0610,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002946,607,0.8856,0.0249,0.0896,0.9254,0.0720,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002947,616,0.8811,0.0285,0.0905,0.9543,0.0730,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002948,826,0.6824,0.1786,0.1390,0.8791,0.0600,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002949,704,0.8331,0.0783,0.0886,0.8701,0.0710,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002950,744,0.6050,0.2935,0.1015,0.7652,0.0660,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002951,628,0.6506,0.0304,0.3189,0.6436,0.1030,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002952,550,0.8189,0.0103,0.1708,0.7849,0.0900,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002953,464,0.7461,0.0265,0.2274,0.7846,0.0910,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002954,612,0.4407,0.1398,0.4195,0.4392,0.1000,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002955,530,0.6979,0.0429,0.2593,0.8546,0.1120,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002956,515,0.7735,0.0732,0.1533,0.4545,0.1010,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002957,593,0.2813,0.4276,0.2911,0.5010,0.1080,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002958,660,0.8042,0.0395,0.1563,0.9328,0.1000,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002959,491,0.8977,0.0042,0.0981,0.9569,0.0790,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002960,579,0.7526,0.0436,0.2038,0.8423,0.1110,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002961,615,0.8440,0.0197,0.1363,0.9506,0.0970,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002962,525,0.6399,0.2192,0.1409,0.9646,0.1900,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002963,836,0.5078,0.0924,0.3997,0.5750,0.1230,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002964,983,0.3625,0.3391,0.2984,0.4481,0.1280,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002965,1084,0.4398,0.1345,0.4258,0.5313,0.1220,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002966,744,0.6156,0.0887,0.2957,0.7985,0.1400,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002967,1012,0.5825,0.0303,0.3873,0.5520,0.0740,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002968,1201,0.4559,0.0632,0.4809,0.4359,0.1500,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002969,761,0.1164,0.7804,0.1032,0.4598,0.1130,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002970,618,0.4737,0.2702,0.2561,0.8062,0.1790,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002971,737,0.5858,0.1447,0.2695,0.7782,0.1260,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002972,906,0.4662,0.1486,0.3853,0.5421,0.1370,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002973,506,0.4602,0.2774,0.2624,0.9241,0.2030,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002974,758,0.5289,0.2273,0.2438,0.7939,0.1390,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,SPN
,E01002975,518,0.7847,0.0580,0.1573,0.9555,0.1100,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002976,657,0.8549,0.0374,0.1076,0.9658,0.0740,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002977,637,0.5627,0.3196,0.1177,0.6782,0.0930,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002978,733,0.8187,0.0322,0.1491,0.8533,0.0820,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002979,620,0.7883,0.0570,0.1547,0.7230,0.0700,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002980,469,0.8817,0.0145,0.1037,1.0000,0.1050,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002981,519,0.8552,0.0193,0.1255,0.9830,0.0980,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
,E01002982,553,0.8162,0.0793,0.1044,0.8704,0.1070,Kingston upon Thames,E09000021,Kingston upon Thames,E37000051,London,LPN
