Existing buildings total heat demand (kWh_th),,,,,,,,,,,,
Notes:,Figures are for total heat demand in kWh_th of all buildings existing in 2020 in each LSOA. New builds and other changes to non-domestic footprint over time are excluded here to isolate the effect the energy efficiency,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,,,,
,E01024235,8552996.299,7945102.571,8320523.097,7709491.152,7568491.562,7775196.213,7570000.989,Dover,Kent,South East,SPN
,E01024236,21708167.63,20418969.12,21169761.78,19839815.81,19635576.69,19954012.02,19504146.18,Dover,Kent,South East,SPN
,E01024237,15845318.9,14705501.36,15402548.02,14281828.17,14005337.99,14406702.84,14012447.7,Dover,Kent,South East,SPN
,E01024238,10360779.56,9502951.921,9897485.252,9313018.516,9162418.933,9359462.953,9170567.116,Dover,Kent,South East,SPN
,E01024239,6865406.772,6323436.584,6582211.759,6203535.66,6126213.074,6273856.991,6129926.961,Dover,Kent,South East,SPN
,E01024240,12428222.76,11002476.68,11428367.12,10871653.1,10751733.52,11120405.98,10750100.84,Dover,Kent,South East,SPN
,E01024241,13564712.81,12492179.58,12973668.61,12260100.26,12094052.21,12361713.15,12107592.99,Dover,Kent,South East,SPN
,E01024242,12346780.19,11492503.09,12035549.26,11162813.34,10959062.9,11249192.31,10968642.58,Dover,Kent,South East,SPN
,E01024243,10041191.53,9261625.358,9678199.41,9043910.904,8910318.191,9169518.8,8916385.716,Dover,Kent,South East,SPN
,E01024244,16793238.84,15525820.86,16259542.99,15130121,14845434.68,15264107.6,14874404.69,Dover,Kent,South East,SPN
,E01024245,13418482.31,12520862.6,13072972.42,12188012.62,11982192.03,12263587.42,11992073.17,Dover,Kent,South East,SPN
,E01024246,8910444.362,8217776.467,8477161.432,8035691.613,8010414.417,8162776.685,7931624.361,Dover,Kent,South East,SPN
,E01024247,8600383.416,7910298.386,8207806.308,7777934.649,7686594.663,7842243.237,7693503.767,Dover,Kent,South East,SPN
,E01024248,11306973.1,10416377.71,10809063.21,10241900.99,10123088.5,10367511.44,10128990.45,Dover,Kent,South East,SPN
,E01024249,33897852.2,32062590.39,32743133.06,31092128,31462956.24,31826073.85,30653077.02,Dover,Kent,South East,SPN
,E01024250,10066002.85,9327578.447,9776535.88,9062849.815,8899347.499,9164186.55,8907126.849,Dover,Kent,South East,SPN
,E01024251,13441749.62,12557323.43,13108012.26,12249366.55,11999505.51,12403112.22,12010993.21,Dover,Kent,South East,SPN
,E01024252,21540455.24,19980247.38,20861064.88,19444777.64,19108366.26,19502202.08,19125300.73,Dover,Kent,South East,SPN
,E01024253,13673602.24,12773269.86,13362377.72,12387796.06,12169960.47,12551520.27,12141003.17,Dover,Kent,South East,SPN
,E01024254,13229657.72,12261901.31,12824087.01,11916771.73,11724727.38,12091081.4,11708403.61,Dover,Kent,South East,SPN
,E01024255,10073803.49,9406418.664,9861520.512,9130654.555,8950430.487,9238260.372,8965734.097,Dover,Kent,South East,SPN
,E01024256,9029986.247,8433513.918,8840089.423,8180269.049,8020884.314,8264128.07,8031112.388,Dover,Kent,South East,SPN
,E01024257,13854353.55,12203555.13,12565355,11958588.24,11898105.68,12157416.19,11774848.88,Gravesham,Kent,South East,SPN
,E01024258,10767547.35,9961583.133,10417443.96,9718772.547,9544174.487,9894412.113,9534996.354,Gravesham,Kent,South East,SPN
,E01024259,7536173.354,7021735.661,7360290.146,6813829.362,6690026.307,6906734.334,6693181.653,Gravesham,Kent,South East,SPN
,E01024260,13164834.79,12190548.42,12741430.68,11852577.68,11635364.28,11907492.61,11646537.01,Gravesham,Kent,South East,SPN
,E01024261,14518603.9,13528487.98,14165514.81,13192477.43,12930659.79,13328168.5,12973939.4,Gravesham,Kent,South East,SPN
,E01024262,9458101.358,8582521.97,8935905.941,8389806.214,8265094.066,8454382.079,8262947.909,Gravesham,Kent,South East,SPN
,E01024263,10625496.61,9791053.334,10198482.35,9623052.016,9470423.917,9810058.41,9475772.776,Gravesham,Kent,South East,SPN
,E01024264,8779031.764,8056398.497,8416653.162,7880947.173,7768869.932,8014989.588,7764483.018,Gravesham,Kent,South East,SPN
,E01024265,7830142.995,7304116.261,7660919.921,7076641.684,6938120.058,7160769.525,6939175.285,Gravesham,Kent,South East,SPN
,E01024266,6995348.544,6484014.597,6776566.84,6317855.123,6213104.758,6403325.564,6209776.878,Gravesham,Kent,South East,SPN
,E01024267,12571230.62,11309678.51,11817379.29,11038802.52,10799640.24,11048753.54,10854777.4,Gravesham,Kent,South East,SPN
,E01024268,8312269.49,7763673.318,8126056.294,7539368.768,7403437.773,7617774.636,7408678.091,Gravesham,Kent,South East,SPN
,E01024269,10458284.29,9746821.463,10230304.53,9445530.499,9265994.703,9564189.004,9270148.72,Gravesham,Kent,South East,SPN
,E01024270,8703031.322,8154236.232,8526016.519,7939595.329,7781281.699,7986863.047,7805698.536,Gravesham,Kent,South East,SPN
,E01024271,10784022.61,9649372.272,10119769.36,9385474.708,9183729.179,9473823.169,9207535.874,Gravesham,Kent,South East,SPN
,E01024272,8975828.183,8367349.623,8797752.516,8091730.315,7926535.329,8176624.613,7931607.296,Gravesham,Kent,South East,SPN
,E01024273,16345091.42,15119593.6,15933222.68,14603683.64,14251210.26,14655317.63,14266297.29,Gravesham,Kent,South East,SPN
,E01024274,10086637.99,9390634.206,9865364.33,9081685.939,8894493.739,9121954.239,8899078.925,Gravesham,Kent,South East,SPN
,E01024275,6715635.852,6218223.5,6517511.915,6030502.369,5933790.949,6114022.141,5922554.823,Gravesham,Kent,South East,SPN
,E01024276,8764114.979,8247375.885,8539338.05,8080943.827,7979104.949,8134214.245,7982403.769,Gravesham,Kent,South East,SPN
,E01024277,6839713.036,6238164.3,6461437.948,6107751.219,6070609.447,6202424.26,6033199.234,Gravesham,Kent,South East,SPN
,E01024278,8160387.275,7499651.01,7717680.184,7397022.537,7351113.558,7490576.56,7328421.852,Gravesham,Kent,South East,SPN
,E01024279,9321688.006,8582878.262,9146473.382,8407857.366,8217811.918,8957006.251,8215597.132,Gravesham,Kent,South East,SPN
,E01024280,17230865.47,15748581.28,16363205.06,15455283.6,15247009.26,15570562.74,15263636.14,Gravesham,Kent,South East,SPN
,E01024281,12224004.85,11524656.89,11969588.04,11251775.28,11044011.29,11388455.92,11027391.77,Gravesham,Kent,South East,SPN
,E01024282,4511327.609,4153226.865,4335661.739,4053990.433,3989612.832,4084137.05,3992474.665,Gravesham,Kent,South East,SPN
,E01024283,6090753.575,5653285.756,5912730.731,5505110.742,5409434.933,5563909.734,5417309.589,Gravesham,Kent,South East,SPN
,E01024284,5339333.458,4931981.582,5125334.863,4803484.418,4759441.482,4880649.051,4728812.229,Gravesham,Kent,South East,SPN
,E01024285,6431718.501,5983586.294,6266906.923,5813987.115,5710404.049,5875660.222,5714609.927,Gravesham,Kent,South East,SPN
,E01024286,8811191.022,8209355.402,8627569.149,7979107.092,7834860.83,8155256.817,7828150.15,Gravesham,Kent,South East,SPN
,E01024287,7430902.889,6828888.968,7136123.503,6668352.638,6571109.885,6755936.862,6574645.361,Gravesham,Kent,South East,SPN
,E01024288,6671585.333,6237986.675,6532091.444,6052978.008,5938550.279,6131816.458,5939501.449,Gravesham,Kent,South East,SPN
,E01024290,12417007.75,11612858.99,12070038.68,11323476.92,11171782.06,11494957.4,11118337.23,Gravesham,Kent,South East,SPN
,E01024291,9101702.017,8382073.529,8663502.185,8197634.478,8095259.213,8195884.106,8051443.265,Gravesham,Kent,South East,SPN
,E01024292,8451811.705,7789782.029,8165171.828,7567864.539,7443422.754,7663867.499,7437252.442,Gravesham,Kent,South East,SPN
,E01024293,13891650.51,12987056.49,13562095.58,12684015.9,12459651.2,12988309.5,12422500.01,Gravesham,Kent,South East,SPN
,E01024294,14275245.1,13099665.42,13644594.33,12851603.58,12713437.71,13089032.26,12699683.78,Gravesham,Kent,South East,SPN
,E01024295,25220020.57,23306990.28,24208229.21,22730676.7,22640707.41,23529148.25,22336644.59,Gravesham,Kent,South East,SPN
,E01024296,8364205.984,7681592.128,7970493.378,7530427.076,7435256.347,7574104.126,7440015.864,Gravesham,Kent,South East,SPN
,E01024297,7201396.4,6691720.601,7022451.524,6490204.219,6370812.979,6570846.261,6372813.057,Gravesham,Kent,South East,SPN
,E01024298,10796047.08,10179316.04,10604265.72,9928032.612,9722429.225,10079377.81,9724990.211,Gravesham,Kent,South East,SPN
,E01024299,7089380.689,6577956.591,6895129.717,6396328.663,6280388.584,6483013.405,6288227.032,Gravesham,Kent,South East,SPN
,E01024300,8333803.903,7793974.392,8156866.061,7570463.031,7423913.728,7635711.685,7431357.255,Gravesham,Kent,South East,SPN
,E01024301,9434018.939,8792926.455,9180090.936,8556778.252,8410042.635,8609274.771,8414875.911,Gravesham,Kent,South East,SPN
,E01024302,15968150.02,14858989.22,15510996.91,14405747.45,14233418.02,14570979.24,14149675.87,Gravesham,Kent,South East,SPN
,E01024303,8360422.634,7740544.939,8123153.132,7539089.71,7409735.039,7680755.406,7410764.062,Gravesham,Kent,South East,SPN
,E01024304,10042393.84,9389349.263,9775553.114,9175303.412,9005244.696,9276669.152,9009430.265,Gravesham,Kent,South East,SPN
,E01024305,6772593.482,6134301.224,6366890.218,6062660.187,6011835.749,6157852.418,6018247.212,Gravesham,Kent,South East,SPN
,E01024306,8032292.264,7283970.645,7560658.23,7194470.516,7129852.754,7321954.414,7134023.399,Gravesham,Kent,South East,SPN
,E01024307,7830049.727,7232508.701,7566480.13,7046099.1,6934657.875,7141978.942,6937599.026,Gravesham,Kent,South East,SPN
,E01024308,7458042.45,6796432.795,7054117.297,6709010.674,6653526.879,6823155.979,6656999.856,Gravesham,Kent,South East,SPN
,E01024309,5545452.111,5111490.704,5322617.436,5005159.514,4943157.445,5071046.767,4943811.166,Gravesham,Kent,South East,SPN
,E01024310,9799177.611,9024583.483,9483497.081,8836630.365,8700738.808,9091201.133,8703117.193,Gravesham,Kent,South East,SPN
,E01024311,7209234.453,6635731.757,6932685.288,6497259.403,6429364.08,6653232.784,6410919.818,Gravesham,Kent,South East,SPN
,E01024312,6229981.983,5769758.964,6046787.362,5608008.053,5513333.724,5682118.735,5514589.958,Gravesham,Kent,South East,SPN
,E01024313,7611848.946,7045121.798,7404550.32,6962510.49,6735641.701,6995282.656,6856966.994,Gravesham,Kent,South East,SPN
,E01024314,6348615.537,5916200.738,6193707.784,5750937.928,5646877.95,5815216.074,5652590.425,Gravesham,Kent,South East,SPN
,E01024315,24602115.1,23069537.41,24057966.79,22619475.89,22109168.73,23117013.27,22103675.32,Gravesham,Kent,South East,SPN
,E01024316,12029049.97,11206368.98,11740646.62,10861146.41,10666365.81,10968743.19,10655639.59,Gravesham,Kent,South East,SPN
,E01024317,9105008.087,8456182.264,8847133.589,8219354.081,8063375.149,8287055.399,8068387.667,Gravesham,Kent,South East,SPN
,E01024318,7897125.277,7361118.057,7682400.106,7157468.604,7044038.406,7212383.55,7040789.184,Gravesham,Kent,South East,SPN
,E01024319,7769264.682,7213693.192,7554121.156,7006938.4,6888785.217,7102555.36,6883341.982,Gravesham,Kent,South East,SPN
,E01024320,6849171.812,6423296.352,6715929.351,6235791.336,6123783.681,6306740.854,6126175.245,Maidstone,Kent,South East,SPN
,E01024321,9315492.614,8671864.852,9099318.548,8397949.62,8250369.85,8525405.503,8242941.599,Maidstone,Kent,South East,SPN
,E01024322,6320224.793,5891223.415,6188960.259,5702947.733,5591433.049,5782362.241,5593921.588,Maidstone,Kent,South East,SPN
,E01024323,9747719.421,9039620.266,9460915.518,8777362.817,8626368.226,8876911.812,8624200.811,Maidstone,Kent,South East,SPN
,E01024324,9391368.183,8651943.703,9035893.143,8419655.684,8258144.993,8490505.223,8255538.598,Maidstone,Kent,South East,SPN
,E01024325,16330335.21,15132541.06,15867282.84,14676365.67,14392630.61,14811838.18,14400042.97,Maidstone,Kent,South East,SPN
,E01024326,11186885.76,10431351.29,10945390.89,10113398.68,9911302.563,10252429.37,9914860.839,Maidstone,Kent,South East,SPN
,E01024327,8648763.047,8040181.209,8419684.733,7812772.354,7668212.282,7910345.27,7667905.239,Maidstone,Kent,South East,SPN
,E01024328,12831491.46,11986083.87,12535010.59,11656447.56,11426980.84,11770821.16,11436924.06,Maidstone,Kent,South East,SPN
,E01024329,9797836.606,9156151.819,9595321.311,8880248.195,8703726.331,9011777.333,8704444.777,Maidstone,Kent,South East,SPN
,E01024330,9675106.953,9032365.487,9478322.275,8766814.438,8582514.964,8907246.061,8591107.954,Maidstone,Kent,South East,SPN
,E01024331,10675347.12,9924962.566,10363276.74,9647151.421,9482940.482,9708910.153,9479748.122,Maidstone,Kent,South East,SPN
,E01024332,11574660.61,10617844.39,11114273.16,10334400.01,10125078.91,10323728.47,10156389.08,Maidstone,Kent,South East,SPN
,E01024333,6438618.274,5962241.499,6252540.932,5781387.015,5675285.879,5843847.374,5671348.945,Maidstone,Kent,South East,SPN
,E01024334,4970152.812,4660698.851,4857403.856,4540236.527,4465209.71,4583600.347,4469595.752,Maidstone,Kent,South East,SPN
,E01024335,16017994.09,14378039.55,15045631.92,14037827.2,13784547.72,14258716.26,13803430.36,Maidstone,Kent,South East,SPN
,E01024336,37255202.05,35253763.29,36712099.62,34492817.58,33768417.83,35340869.05,33669188.47,Maidstone,Kent,South East,SPN
,E01024337,12395810.37,11772555.67,12188328.97,11342005.76,11363684.83,11703427.86,11122948.37,Maidstone,Kent,South East,SPN
,E01024338,6567942.276,6131717.906,6441993.074,5932628.231,5811211.234,6010342.397,5816545.164,Maidstone,Kent,South East,SPN
,E01024339,15680287.06,14420701.69,15019377,14077052.33,13872200.48,14155140.51,13868624.31,Maidstone,Kent,South East,SPN
,E01024340,20920827.55,19446262.93,20191622.4,18962443.21,18723150.15,19052070.52,18681467.23,Maidstone,Kent,South East,SPN
,E01024341,9876334.272,9202240.854,9634498.941,8919761.585,8750295.574,9013268.473,8755401.187,Maidstone,Kent,South East,SPN
,E01024342,14045611.77,13033255.32,13618498.48,12670518.28,12453118.06,12792674.5,12437955.26,Maidstone,Kent,South East,SPN
,E01024343,11949500.93,11216786.18,11743199.24,10936161.27,10724924.85,11112610.6,10732047.82,Maidstone,Kent,South East,SPN
,E01024344,9357216.214,8740747.348,9138002.199,8506693.629,8349379.364,8621505.826,8352385.747,Maidstone,Kent,South East,SPN
,E01024345,13977216.82,12865436.85,13479751.37,12495330.6,12257635.77,12530299.05,12265989.1,Maidstone,Kent,South East,SPN
,E01024346,14282186.51,13231104.98,13798226.04,12854654.35,12652637.47,12855800.96,12636260.22,Maidstone,Kent,South East,SPN
,E01024347,16103290,14436042.9,15185322.23,14065311.67,13722131.76,14209892.87,13803478.37,Maidstone,Kent,South East,SPN
,E01024348,7597844.687,7128164.359,7452470.931,6931281.345,6792397.418,7031904.177,6796669.397,Maidstone,Kent,South East,SPN
,E01024349,7721949.89,7214113.224,7524138.988,7038233.995,6912945.561,7107755.302,6921431.719,Maidstone,Kent,South East,SPN
,E01024350,10949833.45,10189317.06,10684136.53,9884917.265,9685077.765,9886335.331,9703233.629,Maidstone,Kent,South East,SPN
,E01024351,10070613.04,9388270.403,9807691.494,9149503.464,8988583.675,9289286.414,8990215.855,Maidstone,Kent,South East,SPN
,E01024352,8062832.05,7345493.924,7606913.511,7203406.166,7125000.892,7252296.824,7114896.211,Maidstone,Kent,South East,SPN
,E01024353,9898309.903,9196514.798,9672945.932,8904825.024,8726567.564,9037630.409,8733823.85,Maidstone,Kent,South East,SPN
,E01024354,8597340.107,7996257.148,8376196.909,7794439.555,7683254.115,7981307.987,7664220.32,Maidstone,Kent,South East,SPN
,E01024355,12729068.21,11862077.42,12366493.15,11557970.14,11375590.38,11639881.53,11378528.57,Maidstone,Kent,South East,SPN
,E01024356,8939482.18,8280782.941,8631224.894,8079959.402,7955433.648,8129346.438,7960009.837,Maidstone,Kent,South East,SPN
,E01024357,4731222.28,4372913.764,4557076.379,4269502.54,4204269.81,4296970.641,4206076.715,Maidstone,Kent,South East,SPN
,E01024358,9678679.949,8924847.878,9309882.762,8725843.805,8601625.503,8837442.452,8606527.422,Maidstone,Kent,South East,SPN
,E01024360,7956207.102,7386933.998,7721903.26,7184731.863,7058139.429,7238969.202,7062567.404,Maidstone,Kent,South East,SPN
,E01024361,12138202.31,11248626.52,11810261.22,10950406.55,10751756.58,11146553.58,10757782.24,Maidstone,Kent,South East,SPN
,E01024362,21816105.33,19913388.96,20856781.41,19319506.84,18941158.72,19315717.89,18957961.42,Maidstone,Kent,South East,SPN
,E01024363,24023081.27,22318810.86,23372582.8,21686000.74,21238136.57,21727442.94,21288406.59,Maidstone,Kent,South East,SPN
,E01024364,17299172.34,15891813.13,16692356.7,15484423.31,15166689.77,15672663.13,15202624.55,Maidstone,Kent,South East,SPN
,E01024365,18123128.11,16867008.65,17677682.72,16349326.32,16038375.86,16468931.95,16036950.39,Maidstone,Kent,South East,SPN
,E01024366,16268108.01,15173679.31,15841610.89,14730999.88,14495025.86,14709007.18,14475446.01,Maidstone,Kent,South East,SPN
,E01024367,10747554.7,9994932.923,10449929.37,9727180.043,9531435.108,9807548.268,9541320.971,Maidstone,Kent,South East,SPN
,E01024369,4349529.702,4050878.854,4242006.803,3932083.718,3860441.451,3978981.034,3861982.711,Maidstone,Kent,South East,SPN
,E01024371,10160818.75,9494323.77,9920115.465,9235151.355,9069278.391,9367748.874,9063066.778,Maidstone,Kent,South East,SPN
,E01024372,18684004.72,16811833.47,17458670.91,16411523.72,16179077.13,16474666.38,16126344.77,Maidstone,Kent,South East,SPN
,E01024373,14065283.55,12964057.94,13510780.17,12685344.22,12505750.9,12801600.69,12516494.7,Maidstone,Kent,South East,SPN
,E01024374,8980201.976,8179142.022,8518003.997,8050945.987,7961339.223,8185748.198,7967085.18,Maidstone,Kent,South East,SPN
,E01024375,19506566.8,18105980.23,18996077.73,17574806.22,17229939.39,17687798.76,17254502.48,Maidstone,Kent,South East,SPN
,E01024376,20219856.6,18965162.36,19803766.79,18343867.4,18082108.14,18572138.87,17945734.84,Maidstone,Kent,South East,SPN
,E01024377,13264687.94,12120231.33,12633594.45,11895311.49,11629559.86,11886213.7,11719669.6,Maidstone,Kent,South East,SPN
,E01024378,10317038.67,9531596.576,9966423.507,9281100.478,9112076.655,9341467.05,9122097.025,Maidstone,Kent,South East,SPN
,E01024379,18133871.04,16503326.13,17258589.57,16027826.29,15727259.53,15987684.34,15738263.62,Maidstone,Kent,South East,SPN
,E01024380,27460932.37,24895364.77,26061432.56,24272321.95,23820412.56,24518392.37,23843469.37,Maidstone,Kent,South East,SPN
,E01024381,11491553.73,10661056.71,11137429.48,10391863.07,10222051.56,10502264.38,10231391.2,Maidstone,Kent,South East,SPN
,E01024382,7565401.699,6961173.481,7234253.19,6818942.914,6737722.092,6873011.208,6735743.199,Maidstone,Kent,South East,SPN
,E01024383,19894818.43,18139142.76,18743387.91,17870522.63,17667948.45,17992706.74,17675047.34,Maidstone,Kent,South East,SPN
,E01024384,11473570.09,10655272.52,11120981.58,10391056.7,10231676.47,10499293.76,10237049.27,Maidstone,Kent,South East,SPN
,E01024385,8339153.442,7776673.126,8142020.47,7557376.263,7420652.704,7660031.069,7428643.26,Maidstone,Kent,South East,SPN
,E01024386,9805075.699,9104817.598,9552313.938,8832327.367,8669412.623,8961506.234,8668908.292,Maidstone,Kent,South East,SPN
,E01024387,28270842.88,26164189.02,27500407.08,25367124.12,24839142.69,25406344.34,24867483.15,Maidstone,Kent,South East,SPN
,E01024388,30698621.1,28556949,29950374.09,27882899.48,27422607.35,28637119.13,27396736.68,Maidstone,Kent,South East,SPN
,E01024389,15634418.66,13904139.9,14493337.1,13749823.1,13651433.1,14041930.74,13656224.14,Maidstone,Kent,South East,SPN
