Existing buildings total heat demand (kWh_th),,,,,,,,,,,,
Notes:,Figures are for total heat demand in kWh_th of all buildings existing in 2020 in each LSOA. New builds and other changes to non-domestic footprint over time are excluded here to isolate the effect the energy efficiency,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,Heat demand_kWh,,,,
,E01024013,19979570.19,18308980.86,19134393.83,17835664.74,17478874.07,17797876.44,17529484.61,Ashford,Kent,South East,SPN
,E01024014,14653256.32,13466690.13,14154735.4,12995253.94,12778041.43,13145811.2,12729059.57,Ashford,Kent,South East,SPN
,E01024015,17813066.2,16650763.48,17391971.1,16117744.03,15890547.56,16196770.49,15820209.89,Ashford,Kent,South East,SPN
,E01024016,7122301.429,6596947.449,6888398.983,6430459.611,6322584.974,6484421.301,6331623.928,Ashford,Kent,South East,SPN
,E01024017,12776042.26,11875036.39,12462306.86,11586417.1,11316784.69,11682425.25,11388570.41,Ashford,Kent,South East,SPN
,E01024019,8482472.096,7851803.708,8193912.838,7703269.866,7583163.682,7888520.638,7584071.653,Ashford,Kent,South East,SPN
,E01024020,9575521.593,8736117.044,9068870.504,8597648.923,8489784.728,8725452.163,8494774.971,Ashford,Kent,South East,SPN
,E01024021,12455270.86,11601756.97,12077052.26,11324254.34,11134158.52,11319714.98,11153178.39,Ashford,Kent,South East,SPN
,E01024022,9155745.724,8520479.695,8896659.016,8293780.572,8155766.956,8364545.206,8158608.903,Ashford,Kent,South East,SPN
,E01024023,19802246.43,17674090,18631834.3,17344776.93,16988529.88,17727881.2,17072168.75,Ashford,Kent,South East,SPN
,E01024024,17833851.26,16508325.69,17300382.11,16065203.17,15742069.65,16224756.62,15776357.69,Ashford,Kent,South East,SPN
,E01024025,12640722.25,11612513.01,12114693.82,11325246.65,11154097.57,11441859.6,11142511.58,Ashford,Kent,South East,SPN
,E01024026,10645900.16,9865519.213,10298706.16,9628506.872,9440359.48,9685693.579,9475414.543,Ashford,Kent,South East,SPN
,E01024027,39641397.72,36424324.28,37379461.62,35773432.99,35630270.49,36445621.55,35308117.76,Ashford,Kent,South East,SPN
,E01024028,33460232.37,32498082,32960261.04,30576371.09,32158275.25,32469025.01,30066961.85,Ashford,Kent,South East,SPN
,E01024029,14507711.97,13454812.68,14088533.19,13120849.37,12895982.24,13356421.64,12895380.16,Ashford,Kent,South East,SPN
,E01024031,16386946.72,15067459.78,15760868.59,14630724.23,14365963.32,14613248.42,14371129.42,Ashford,Kent,South East,SPN
,E01024032,16331367.98,15207054.81,15902292.38,14763520.02,14494732.03,14783524.39,14498019.82,Ashford,Kent,South East,SPN
,E01024033,18774504.48,17334585.35,18086612.29,16829360.19,16582335.71,16907670.84,16543886.79,Ashford,Kent,South East,SPN
,E01024034,40434691.21,37667842.48,39459776.85,36481177.57,35774162.16,36477314.95,35772462.55,Ashford,Kent,South East,SPN
,E01024035,12866839.63,11996498.24,12565965.4,11649256.77,11403999.62,11719491.51,11412743.09,Ashford,Kent,South East,SPN
,E01024036,14743078.08,13402571.29,14027645.51,13085095.55,12783148,13079311.17,12861288.03,Ashford,Kent,South East,SPN
,E01024037,15606975.7,14377816.84,15007467.51,13946661.99,13735230.63,13958656.11,13702402.5,Ashford,Kent,South East,SPN
,E01024038,17659139.68,16110801.57,16900204.7,15680563.09,15345510.66,15749811.58,15404255.3,Ashford,Kent,South East,SPN
,E01024039,11565750.7,10735056.89,11251796.55,10411765.32,10204997.45,10395895.86,10219905.69,Ashford,Kent,South East,SPN
,E01024040,12302000.28,11067251.9,11466356.56,10964262.35,10642334.16,10757764.8,10837520.35,Ashford,Kent,South East,SPN
,E01024041,12610661.13,11487531.13,11994221.84,11199935.72,10965861.87,11239676.58,10992602.92,Ashford,Kent,South East,SPN
,E01024042,12571999.5,11715381.65,12236141.33,11410332.26,11220116.24,11541646.21,11201557.05,Canterbury,Kent,South East,SPN
,E01024043,10176018.72,9496707.882,9941952.423,9204030.006,9046275.916,9307495.35,9028324.347,Canterbury,Kent,South East,SPN
,E01024044,11486106.14,10208551.91,10623218.45,10008594.97,9832420.54,10163554.24,9834740.953,Canterbury,Kent,South East,SPN
,E01024045,10051891.18,9336117.398,9748636.71,9093787.914,8941128.983,9191623.976,8944163.28,Canterbury,Kent,South East,SPN
,E01024046,15233493.39,14114344.5,14768345.82,13734255.25,13472559.61,13859935.29,13486017.24,Canterbury,Kent,South East,SPN
,E01024047,7225213.329,6497040.15,6719460.07,6452944.478,6426002.514,6582795.616,6425031.74,Canterbury,Kent,South East,SPN
,E01024048,4582677.659,4187816.765,4346687.945,4116272.829,4103717.376,4243604.433,4073287.351,Canterbury,Kent,South East,SPN
,E01024049,6830988.461,6202904.314,6419993.073,6149003.51,6119384.766,6273035.534,6116895.895,Canterbury,Kent,South East,SPN
,E01024052,18828275.93,17542228.18,18288834.62,17150128.12,16745264.41,17312223.99,16804571.18,Canterbury,Kent,South East,SPN
,E01024053,18912952.58,17369988.33,18347781.29,16870240.53,16567694.45,17393416.15,16517000.78,Canterbury,Kent,South East,SPN
,E01024054,20561362.29,19285472.35,20131289.69,18731870.18,18404468.16,19167197.06,18321018.91,Canterbury,Kent,South East,SPN
,E01024055,9620710.776,8959231.375,9399913.465,8690901.872,8517698.435,8785493.743,8531146.979,Canterbury,Kent,South East,SPN
,E01024056,13714247.14,12673382.74,13388604.06,12267440.52,11996090.61,12524358.08,12023654.36,Canterbury,Kent,South East,SPN
,E01024057,10506267.48,9778545.445,10266276.19,9472712.267,9287690.436,9603901.608,9294136.288,Canterbury,Kent,South East,SPN
,E01024058,11224071.53,10098893.34,10576679.45,9818051.829,9625740.734,9942077.91,9621857.218,Canterbury,Kent,South East,SPN
,E01024059,9969926.466,9218058.101,9613866.636,9015648.581,8877906.213,9115124.125,8889243.684,Canterbury,Kent,South East,SPN
,E01024060,9265793.287,8567692.525,8976201.675,8334547.78,8187115.926,8430218.235,8193246.849,Canterbury,Kent,South East,SPN
,E01024061,7949913.064,7288101.223,7557489.827,7196354.356,7134929.145,7314366.739,7140770.769,Canterbury,Kent,South East,SPN
,E01024062,15725638.98,14595697,15322535.1,14135916.67,13856628.55,14306429.34,13849998.08,Canterbury,Kent,South East,SPN
,E01024063,8556732.163,7960995.017,8347215.858,7730742.897,7588919.31,7839015.654,7595741.197,Canterbury,Kent,South East,SPN
,E01024064,13668498.43,12743376.81,13381880.26,12350708.84,12100000.2,12557476.39,12105267.83,Canterbury,Kent,South East,SPN
,E01024065,10199330.15,9486943.355,9939724.79,9213457.776,9044424.065,9320577.243,9051947.813,Canterbury,Kent,South East,SPN
,E01024066,7812314.699,7226208.098,7526483.363,7070445.938,6977327.728,7157187.536,6979416.917,Canterbury,Kent,South East,SPN
,E01024067,8844557.874,8231677.641,8614470.759,8001052.903,7845443.593,8061880.436,7852983.652,Canterbury,Kent,South East,SPN
,E01024068,7748681.034,7233761.957,7575184.04,7032805.626,6900112.286,7114681.399,6911855.687,Canterbury,Kent,South East,SPN
,E01024069,8378711.178,7752403.591,8110046.31,7545823.713,7421320.647,7633213.6,7424078.595,Canterbury,Kent,South East,SPN
,E01024070,11919858.52,10837526.31,11314039.39,10580180.99,10428452.12,10732854.6,10419011.04,Canterbury,Kent,South East,SPN
,E01024071,10077145.68,9357645.353,9776795.884,9117907.067,8970032.018,9226929.098,8977372.592,Canterbury,Kent,South East,SPN
,E01024072,10251756.02,9418561.652,9815066.77,9208940.354,9075685.054,9303828.205,9075365.348,Canterbury,Kent,South East,SPN
,E01024073,13746776.46,12786122.19,13373543.26,12415956.9,12190175.09,12530205.25,12187862.26,Canterbury,Kent,South East,SPN
,E01024074,7456823.308,6952225.821,7294708.108,6744924.954,6617622.542,6846261.116,6622548.609,Canterbury,Kent,South East,SPN
,E01024075,8847750.247,8211392.888,8616561.318,7973417.244,7818076.596,8069465.011,7830212.022,Canterbury,Kent,South East,SPN
,E01024076,10893270.06,10123202.06,10628261.36,9830961.807,9642756.239,9987068.885,9649037.368,Canterbury,Kent,South East,SPN
,E01024077,9125449.259,8503373.015,8899474.559,8252163.703,8111399.537,8351707.608,8107799.666,Canterbury,Kent,South East,SPN
,E01024078,11731535.82,10368625.49,10688680.4,10167767.79,10100524.56,10295164.68,10041925.18,Canterbury,Kent,South East,SPN
,E01024079,10928937.18,10218721.13,10667126.2,9945838.278,9767034.232,10020339.84,9779250.059,Canterbury,Kent,South East,SPN
,E01024080,10228275.83,9338496.426,9680290.576,9162917.964,9071409.395,9262547.007,9048987.919,Canterbury,Kent,South East,SPN
,E01024081,14184220.71,12915558.97,13402635.83,12669725.36,12521725.91,12800698.26,12504200.6,Canterbury,Kent,South East,SPN
,E01024082,8041657.742,7494036.491,7812210.236,7313858.127,7193099.02,7372640.698,7204585.351,Canterbury,Kent,South East,SPN
,E01024083,10213097.73,9086161.494,9406447.076,8968715.161,8811415.313,8986284.649,8878207.546,Canterbury,Kent,South East,SPN
,E01024084,8985440.476,8342938.164,8710617.512,8134146.837,7995863.578,8205459.237,8003301.482,Canterbury,Kent,South East,SPN
,E01024085,12829362.15,11840640.6,12443367.87,11479589.76,11250969.25,11545802.61,11263883.42,Canterbury,Kent,South East,SPN
,E01024086,15250260.44,14043038.56,14697381.3,13653087.86,13403411.62,13737268.13,13410366.23,Canterbury,Kent,South East,SPN
,E01024087,13981914.25,12796150.65,13439665.79,12469375.78,12237233.2,12691531.49,12238497.14,Canterbury,Kent,South East,SPN
,E01024088,12594945,11798983.89,12276170.67,11453661.8,11313896.03,11556305.7,11256032.47,Canterbury,Kent,South East,SPN
,E01024089,9395947.18,8759457.483,9175414.991,8498383.989,8327222.643,8522348.594,8335444.617,Canterbury,Kent,South East,SPN
,E01024090,18511770.21,16493140.52,17079865.72,16255466.73,16107376.18,16484205.96,16091533.6,Canterbury,Kent,South East,SPN
,E01024091,8397066.96,7748387.836,8062255.411,7608075.17,7539490.117,7790984.732,7515745.219,Canterbury,Kent,South East,SPN
,E01024092,9101839.597,8203555.633,8514112.844,8126562.798,8063056.713,8284350.872,8069869.181,Canterbury,Kent,South East,SPN
,E01024093,12858453.83,11614641.21,12056650.43,11491179.76,11401889.57,11694239.38,11410296.68,Canterbury,Kent,South East,SPN
,E01024094,17611162.91,16492276.34,17208284.95,16086004.58,15723615.32,16173460.92,15814372.41,Canterbury,Kent,South East,SPN
,E01024095,9960400.937,9233443.421,9673279.02,8960872.334,8807334.272,9055883.648,8798902.08,Canterbury,Kent,South East,SPN
,E01024096,12018741.1,11250260.35,11751125.51,10901645.63,10737844.83,11045952.01,10685869.14,Canterbury,Kent,South East,SPN
,E01024097,13044349.82,12218565.37,12717526.15,11851846.45,11682941.59,11964493.55,11625756.86,Canterbury,Kent,South East,SPN
,E01024098,9454044.432,8834946.429,9253747.005,8565438.796,8413359.077,8687514.682,8403237.639,Canterbury,Kent,South East,SPN
,E01024099,6767528.094,6091215.962,6329948.754,6030602.808,5994059.612,6161888.447,5995202.378,Canterbury,Kent,South East,SPN
,E01024100,7253892.553,6590460.795,6903575.135,6465073.672,6388786.207,6618488.026,6388748.876,Canterbury,Kent,South East,SPN
,E01024101,23841884.15,22428532.01,23319922.63,21492928.92,21948963.9,22986204.78,21106545.78,Canterbury,Kent,South East,SPN
,E01024102,9495927.095,8717102.508,9138194.746,8516707.339,8380233.031,8696259.865,8384603.858,Canterbury,Kent,South East,SPN
,E01024103,9737154.016,8788675.664,9212146.225,8684127.511,8595457.673,8966884.31,8600167.449,Canterbury,Kent,South East,SPN
,E01024104,12526171.65,11542880.52,11979270.89,11338520.56,11209068.95,11453184.62,11214765.7,Canterbury,Kent,South East,SPN
,E01024105,9434590.571,8778084.334,9232798.871,8498500.112,8321664.557,8619316.229,8333545.665,Canterbury,Kent,South East,SPN
,E01024106,9601464.614,8950427.69,9362820.747,8692335.23,8537708.694,8791954.801,8538423.618,Canterbury,Kent,South East,SPN
,E01024107,8542280.646,7952739.859,8330470.321,7696984.849,7575607.601,7812959.11,7549164.063,Canterbury,Kent,South East,SPN
,E01024108,9191720.915,8498922.807,8869304.889,8326715.687,8182673.635,8415547.464,8210777.602,Canterbury,Kent,South East,SPN
,E01024109,15577974.25,14485267.65,15242631.98,14017207.33,13713795.35,14163458.67,13738213.66,Canterbury,Kent,South East,SPN
,E01024110,9445035.886,8675291.84,9103760.968,8439681.397,8258549.833,8482998.761,8289160.561,Canterbury,Kent,South East,SPN
,E01024111,8032978.483,7415019.378,7753330.091,7233196.668,7120529.523,7330274.49,7125315.79,Canterbury,Kent,South East,SPN
,E01024112,8432599.326,7840224.796,8214477.57,7615238.862,7483582.861,7714168.295,7484801.351,Canterbury,Kent,South East,SPN
,E01024113,9173338.115,8512605.721,8920401.636,8263143.041,8106735.316,8323898.063,8113297.124,Canterbury,Kent,South East,SPN
,E01024114,11741949.35,10938911.66,11444380.57,10636142.33,10444498.71,10744661.67,10456896.38,Canterbury,Kent,South East,SPN
,E01024115,8728091.884,8153612.774,8536855.007,7915998.278,7770914.244,8018009.961,7774245.735,Canterbury,Kent,South East,SPN
,E01024116,11459152.87,10604034.17,11082960.28,10293973.94,10120355.76,10417127.56,10099225.25,Canterbury,Kent,South East,SPN
,E01024117,9572280.198,8926281.458,9354724.644,8676921.837,8502589.643,8767550.004,8524572.453,Canterbury,Kent,South East,SPN
,E01024118,9780879.034,9112787.101,9517504.402,8876709.493,8716965.874,8979535.012,8730325.747,Canterbury,Kent,South East,SPN
,E01024119,9492302.747,8832144.505,9235260.668,8642992.308,8504171.597,8849574.528,8503260.82,Canterbury,Kent,South East,SPN
,E01024120,11319005.02,10538810.85,11047624.89,10251392.77,10035959.24,10339652.95,10069310.02,Canterbury,Kent,South East,SPN
,E01024121,5292074.128,4620830.619,4819694.212,4527051.475,4452026.23,4568820.403,4463013.381,Canterbury,Kent,South East,SPN
,E01024122,8805342.969,8078893.915,8407599.841,7912880.027,7814062.615,7996117.551,7809892.397,Canterbury,Kent,South East,SPN
,E01024123,8674281.023,8067580.494,8449598.005,7850143.491,7704503.049,7989572.769,7709347.676,Canterbury,Kent,South East,SPN
,E01024124,9677070.734,7863681.821,8149362.179,7737072.399,7634758.963,7892563.276,7620021.501,Canterbury,Kent,South East,SPN
,E01024126,7238890.681,6609104.307,6870663.83,6515923.772,6454343.988,6642889.515,6454315.39,Canterbury,Kent,South East,SPN
,E01024127,10077671.21,9394813.785,9856098.344,9113668.222,8935639.966,9205454.822,8947378.728,Canterbury,Kent,South East,SPN
,E01024128,28400254.59,26965878.62,27902014.98,25764537.03,26424895.6,27584650.75,25282524.53,Canterbury,Kent,South East,SPN
,E01024129,30079167.46,28643770.23,29435213.65,27247784.2,28153101.78,28989822.06,26769351.24,Canterbury,Kent,South East,SPN
,E01024130,21236215.21,19603814.49,20377139.06,19211248.72,18911303.52,19464765.84,18909267.81,Canterbury,Kent,South East,SPN
,E01024131,11549250.44,10462123.29,10923467.15,10194311,10006197.61,10318395.67,10007124.42,Canterbury,Kent,South East,SPN
,E01024132,6126207.579,5679233.658,5934979.25,5535751.778,5452240.258,5613128.211,5452945.515,Dartford,Kent,South East,SPN
,E01024133,6141274.089,5727222.912,6006306.891,5552207.877,5441589.341,5610883.479,5447269.809,Dartford,Kent,South East,SPN
,E01024134,8840016.258,8228561.972,8600471.732,8002614.955,7862407.568,8072188.566,7864756.436,Dartford,Kent,South East,SPN
,E01024135,9039870.938,8354853.966,8688086.642,8182675.883,8058847.909,8229353.152,8066119.3,Dartford,Kent,South East,SPN
,E01024136,13070916.67,12217175.1,12733921.15,11902677.58,11685207.57,12074172.54,11662313.56,Dartford,Kent,South East,LPN
,E01024137,12258895.08,11442889.1,12041081.8,11133573.9,10827087,11497451.37,10852130.21,Dartford,Kent,South East,LPN
,E01024138,12407762.23,11298150.85,11763118.96,11006017.14,10815041.72,11089847.73,10793409.37,Dartford,Kent,South East,SPN
,E01024139,5198064.982,4827804.561,5058199.184,4694808.137,4613372.867,4765325.425,4613990.556,Dartford,Kent,South East,LPN
,E01024140,19292245.67,17959419,18758661.32,17458772.3,17146795.36,17546001.5,17162351.08,Dartford,Kent,South East,SPN
,E01024141,25070001.17,23423801.42,24550398.74,22776770.51,22318275.02,23117413.91,22322102.23,Dartford,Kent,South East,SPN
,E01024142,28720705.09,26654857.88,27765901.35,26044582.91,25574409.8,26286679.12,25584281.45,Dartford,Kent,South East,SPN
,E01024143,13138190.67,12167592.11,12704018.3,11864690.06,11630647.44,11927376.13,11663067.16,Dartford,Kent,South East,SPN
,E01024144,7228804.222,6728423.367,7058270.48,6523876.726,6399233.564,6605778.983,6402001.814,Dartford,Kent,South East,LPN
,E01024145,7575129.593,7051032.343,7393986.708,6841460.91,6713634.621,6923122.058,6718891.031,Dartford,Kent,South East,LPN
,E01024146,7090445.106,6604747.69,6921225.344,6407304.883,6292340.711,6481801.575,6293433.826,Dartford,Kent,South East,LPN
,E01024147,8507029.537,7938626.551,8313331.37,7711315.565,7566546.971,7802136.845,7577176.844,Dartford,Kent,South East,LPN
,E01024148,22957294.69,20896815.04,21640187.69,20659005.32,20483536.27,20990460.72,20495736.68,Dartford,Kent,South East,LPN
,E01024149,35389185.06,32534344.13,34112554.93,31662784,31076099.44,31987539.44,31126326.43,Dartford,Kent,South East,LPN
,E01024150,10666414.06,10055322.61,10470446.07,9729737.98,9622444.879,9910148.664,9538024.439,Dartford,Kent,South East,SPN
,E01024151,10571252.66,9932509.737,10372731.4,9603397.469,9471612.039,9751198.429,9403063.899,Dartford,Kent,South East,LPN
,E01024152,15247201.92,14248767.55,14887489.66,13793761.46,13599447.2,13995442.44,13520514.72,Dartford,Kent,South East,LPN
,E01024153,9585819.853,9012346.485,9417931.265,8709278.439,8588858.606,8885888.039,8524963.502,Dartford,Kent,South East,SPN
,E01024154,6562953.142,6019788.563,6304651.388,5893104.883,5811188.349,6019253.997,5812270.72,Dartford,Kent,South East,LPN
,E01024155,13932878.48,12850692.13,13362120.13,12554146.77,12494263.85,12869990.14,12391911.42,Dartford,Kent,South East,SPN
,E01024156,10161219.73,9486484.555,9853357.428,9283043.932,9148165.485,9339958.989,9156260.008,Dartford,Kent,South East,LPN
,E01024157,14740192.4,13710977.21,14335780.24,13309970.75,13071694.58,13428542.67,13062318.81,Dartford,Kent,South East,SPN
,E01024158,15240340.28,14228534.01,14823305.69,13795543.02,13613863.99,13920680.45,13520654.94,Dartford,Kent,South East,SPN
,E01024159,9762964.181,9056857.744,9563707.92,8716497.396,8527585.882,8910109.501,8517335.305,Dartford,Kent,South East,SPN
,E01024160,8437919.746,7915863.413,8291543.035,7658200.135,7529536.965,7803776.878,7505911.809,Dartford,Kent,South East,SPN
,E01024161,5757823.391,5367983.474,5588394.143,5223584.57,5145259.149,5255423.213,5133751.075,Dartford,Kent,South East,LPN
,E01024162,13723355.8,12734210.34,13253367.84,12405026.75,12191659.44,12449414.79,12196424.71,Dartford,Kent,South East,SPN
,E01024163,10380918.56,9609303.301,10055397.17,9336987.203,9165642.316,9422218.22,9169803.196,Dartford,Kent,South East,SPN
,E01024164,10535223.85,9787281.596,10179221.9,9529713.958,9408848.449,9595216.031,9379267.242,Dartford,Kent,South East,LPN
,E01024165,7827098.304,7125403.282,7366040.18,7044579.217,6995587.143,7140125.136,6996750.683,Dartford,Kent,South East,LPN
,E01024166,7985716.009,7377002.031,7666126.735,7197666.491,7152102.642,7327042.728,7108257.798,Dartford,Kent,South East,LPN
,E01024167,24229156.26,21420171.19,22501369.8,20948583.71,21420171.19,22501369.8,20948583.71,Dartford,Kent,South East,SPN
,E01024168,9875071.013,9260696.282,9655756.57,9035312.163,8830726.276,9175976.248,8834254.667,Dartford,Kent,South East,LPN
,E01024169,13767994.88,12724799.62,13276228.36,12435734.74,12246294.7,12554483.17,12262612.11,Dartford,Kent,South East,SPN
,E01024170,8086654.331,7415574.072,7708531.037,7279814.206,7198689.156,7374310.182,7200608.88,Dartford,Kent,South East,SPN
,E01024171,7557527.884,7022246.614,7339378.309,6847999.04,6739519.311,6940965.906,6745305.054,Dartford,Kent,South East,SPN
,E01024172,18960916.14,17379688.67,18140876.33,17005007.76,16718667.61,17164372.33,16735081.31,Dartford,Kent,South East,SPN
,E01024173,10471479.39,9783002.764,10244599.2,9455588.216,9309802.363,9576171.906,9270918.228,Dartford,Kent,South East,SPN
,E01024174,6527874.886,6075519.589,6335783.236,5931186.699,5826602.253,5980981.028,5839690.154,Dartford,Kent,South East,SPN
,E01024175,6643011.419,6191260.471,6474013.495,6013105.22,5911905.257,6081067.15,5907187.292,Dartford,Kent,South East,SPN
,E01024176,12374951.34,11360530.06,11984493.24,11112271.14,10929572.61,11490269.11,10919366.24,Dartford,Kent,South East,SPN
,E01024177,10754561.63,9978901.675,10434825.78,9789541.303,9580413.765,10205969,9583469.113,Dartford,Kent,South East,SPN
,E01024178,8556751.307,7894829.818,8247068.897,7715384.76,7586442.822,7827954.906,7591667.407,Dartford,Kent,South East,SPN
,E01024179,30113467.23,26839971.66,27965196.46,26460118.16,26021360.44,27042678.36,26058521.36,Dartford,Kent,South East,SPN
,E01024180,13247416.09,12199698.55,12685174.24,11911070.46,11736541.16,11981586.36,11736681.59,Dartford,Kent,South East,LPN
,E01024181,8074711.587,7528991.413,7857556.192,7320569.104,7198633.66,7363912.244,7197105.39,Dartford,Kent,South East,LPN
,E01024182,19589726.33,16576513.44,17183840.32,16257237.13,16099492.14,16593112.82,16025641.82,Dartford,Kent,South East,LPN
,E01024183,6984867.046,6499159.516,6810149.957,6310665.239,6195639.963,6384661.641,6199507.144,Dartford,Kent,South East,LPN
,E01024184,10390738.47,9647345.264,10104442.96,9373844.889,9203673.955,9454915.016,9212757.06,Dartford,Kent,South East,LPN
,E01024185,12484294.7,11600410.83,12133825.68,11270527.56,11071503.38,11353665.63,11074690.78,Dartford,Kent,South East,LPN
,E01024186,6336250.827,5920233.415,6184684.697,5754853.112,5657704.229,5802234.594,5659341.282,Dartford,Kent,South East,LPN
,E01024187,6000405.288,5607739.236,5872219.4,5441981.45,5339573.885,5504460.655,5343970.737,Dartford,Kent,South East,SPN
,E01024188,7510115.283,7017432.66,7354084.424,6800690.457,6670882.346,6866361.789,6670630.529,Dartford,Kent,South East,SPN
,E01024189,10995096.02,10226523.67,10666281.37,9933176.59,9753747.296,10012881.91,9746053.67,Dartford,Kent,South East,SPN
,E01024190,9760935.49,9024423.609,9413784.759,8829009.699,8683656.592,8900483.149,8704672.571,Dover,Kent,South East,SPN
,E01024191,16910612.57,15749739.38,16441710.86,15336901.09,15087075.11,15510793.62,15090816.17,Dover,Kent,South East,SPN
,E01024192,27545626.53,25672536.31,26964649.53,25324148.3,24979574.66,26532235.63,24964031.44,Dover,Kent,South East,SPN
,E01024193,9699786.216,8906847.813,9217708.945,8769993.074,8697573.257,8865184.18,8685446.475,Dover,Kent,South East,SPN
,E01024194,7844974.02,7251957.156,7559729.154,7084567.568,6986854.297,7160251.253,6987428.476,Dover,Kent,South East,SPN
,E01024195,7081843.912,6531832.051,6842883.901,6371047.66,6258802.753,6453590.727,6272146.956,Dover,Kent,South East,SPN
,E01024196,7734991.089,7077659.922,7364791.129,6957762.873,6884706.053,7070527.804,6886672.734,Dover,Kent,South East,SPN
,E01024197,8259603.899,7612947.486,7956057.564,7426026.114,7312219.854,7514267.965,7315914.967,Dover,Kent,South East,SPN
,E01024198,20229254.16,18793304.44,19710475.15,18267959.89,17892200.81,18401273.02,17925694.83,Dover,Kent,South East,SPN
,E01024200,16055195.8,14901702.86,15617647.04,14458810.51,14176867.93,14450265.47,14192776.35,Dover,Kent,South East,SPN
,E01024201,13299090.9,12122201.98,12780331.86,11751384.71,11488999.52,11885033.01,11509823.12,Dover,Kent,South East,SPN
,E01024202,12600551.64,11594416.67,12142790.38,11298299.8,11111048.16,11414227.4,11122852.94,Dover,Kent,South East,SPN
,E01024203,14576799.73,13534945.18,14149977.34,13162628.22,12921927.91,13201857.44,12935722.83,Dover,Kent,South East,SPN
,E01024204,10163402.27,9401693.445,9846473.593,9158299.268,9007696.998,9293535.969,9013783.69,Dover,Kent,South East,SPN
,E01024205,9706503.386,9006542.059,9427499.159,8758051.103,8598791.849,8842033.237,8604674.784,Dover,Kent,South East,SPN
,E01024206,18056349.03,16764239.72,17540686,16307344.17,15988701.44,16275861.12,16027188.46,Dover,Kent,South East,SPN
,E01024207,21643952.82,19974196.91,20930989.24,19430724.58,19041187.57,19617488.17,19046202.53,Dover,Kent,South East,SPN
,E01024208,14145004.01,13041042.02,13675954.02,12726468.02,12506202.4,12928582.14,12514334.81,Dover,Kent,South East,SPN
,E01024209,16600466.24,15335286.3,16047777.83,14894772.14,14691952.11,15122997.95,14633767.14,Dover,Kent,South East,SPN
,E01024212,10794812.54,10000497.26,10415489.47,9739116.89,9572408.467,9790146.978,9563369.064,Dover,Kent,South East,SPN
,E01024213,7353103.872,6842722.297,7146052.867,6665482.54,6558373.451,6747444.979,6560429.802,Dover,Kent,South East,SPN
,E01024214,10683968.78,9822120.69,10222649,9629161.503,9490541.645,9746299.855,9492572.673,Dover,Kent,South East,SPN
,E01024215,14146460.73,12892730.63,13278354.32,12623071.9,12621132.23,12853911.8,12479768.12,Dover,Kent,South East,SPN
,E01024216,8289531.292,7737832.725,8061746.03,7523937.528,7419283.562,7588476.787,7402123.376,Dover,Kent,South East,SPN
,E01024217,19282898.96,17944763.65,18740112.27,17455988.31,17170310.45,17558645.53,17162878.72,Dover,Kent,South East,SPN
,E01024218,15534950.22,14572182.14,15155638.37,14270187.87,13932759.2,14546273.33,13933908.86,Dover,Kent,South East,SPN
,E01024219,8961464.107,8305454.596,8678014.823,8093939.592,7936985.728,8163931.719,7949128.63,Dover,Kent,South East,SPN
,E01024220,18758007.04,17570614.42,18237173.32,17004935.86,16847702.6,17457478.44,16596834.29,Dover,Kent,South East,SPN
,E01024221,15008804.59,14024413.62,14639721.34,13670583.44,13365626.52,13853558.6,13367908.03,Dover,Kent,South East,SPN
,E01024222,9644950.239,8911067.179,9274374.545,8733628.912,8599958.234,8799976.907,8619599.933,Dover,Kent,South East,SPN
,E01024223,9861329.597,9189840.047,9609003.73,8946211.773,8780076.047,9110563.495,8771944.88,Dover,Kent,South East,SPN
,E01024224,9887005.053,9223584.162,9638951.102,8976900.782,8832096.608,9094917.945,8828556.397,Dover,Kent,South East,SPN
,E01024225,9400333.089,8693654.756,9137956.903,8448965.381,8304822.533,8617349.816,8298672.186,Dover,Kent,South East,SPN
,E01024226,8911697.518,8287033.996,8645303.892,8087573.151,7938230.639,8192743.103,7946970.486,Dover,Kent,South East,SPN
,E01024227,9188722.35,8552745.58,8931536.647,8337508.594,8204086.215,8421081.954,8210585.472,Dover,Kent,South East,SPN
,E01024228,16721797.59,15154809.25,15773745.24,14819850.79,14601319.09,14961593.62,14595545.78,Dover,Kent,South East,SPN
,E01024229,9102025.502,8453569.859,8818652.198,8246154.827,8118782.4,8323775.054,8123708.157,Dover,Kent,South East,SPN
,E01024230,7030841.243,6520882.438,6814432.789,6343841.128,6239195.85,6407077.881,6238456.309,Dover,Kent,South East,SPN
,E01024231,12048042.06,11085165.56,11531158.58,10823406.98,10656262.86,10850672.14,10665562.77,Dover,Kent,South East,SPN
,E01024232,22673675.57,20919315.15,21924001.03,20341744.74,19950988.87,20559665,19971642.45,Dover,Kent,South East,SPN
,E01024233,8403213.889,7862355.886,8221411.102,7640962.136,7508554.549,7737917.812,7512307.44,Dover,Kent,South East,SPN
,E01024234,11507956.66,10719504.66,11243581.93,10390541.48,10173235.9,10420715.97,10186847.35,Dover,Kent,South East,SPN
